InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,category
563557,23012,"GLASS APOTHECARY BOTTLE PERFUME",4,"8/17/2011 13:33",3.95,15786,"United Kingdom","Medication & Remedies"
563557,22915,"ASSORTED BOTTLE TOP  MAGNETS ",24,"8/17/2011 13:33",0.42,15786,"United Kingdom","Medication & Remedies"
563560,22464,"HANGING METAL HEART LANTERN",48,"8/17/2011 14:00",1.45,12971,"United Kingdom","Christmas Decorations"
563561,22464,"HANGING METAL HEART LANTERN",24,"8/17/2011 14:02",1.65,18073,"United Kingdom","Christmas Decorations"
563565,22784,"LANTERN CREAM GAZEBO ",2,"8/17/2011 14:22",4.95,17338,"United Kingdom","Christmas Decorations"
563579,21289,"LARGE STRIPES CHOCOLATE GIFT BAG",1,"8/17/2011 15:16",1.25,,"United Kingdom",Gifts
563580,23008,"DOLLY GIRL BABY GIFT SET",1,"8/17/2011 15:53",16.95,16706,"United Kingdom",Gifts
563580,23007," SPACEBOY BABY GIFT SET",1,"8/17/2011 15:53",16.95,16706,"United Kingdom",Gifts
563580,23184,"BULL DOG BOTTLE OPENER",1,"8/17/2011 15:53",4.95,16706,"United Kingdom","Medication & Remedies"
563584,22835,"HOT WATER BOTTLE I AM SO POORLY",4,"8/17/2011 16:48",4.65,15122,"United Kingdom","Medication & Remedies"
563584,21485,"RETROSPOT HEART HOT WATER BOTTLE",3,"8/17/2011 16:48",4.95,15122,"United Kingdom","Medication & Remedies"
563585,21846,"PINK DIAMANTE PEN IN GIFT BOX",1,"8/17/2011 17:01",4.95,17070,"United Kingdom",Gifts
563585,21851,"LILAC DIAMANTE PEN IN GIFT BOX",1,"8/17/2011 17:01",4.95,17070,"United Kingdom",Gifts
563585,84032A,"CHARLIE+LOLA PINK HOT WATER BOTTLE",1,"8/17/2011 17:01",2.95,17070,"United Kingdom","Medication & Remedies"
563613,22377,"BOTTLE BAG RETROSPOT ",10,"8/18/2011 8:49",2.1,12688,"Israel","Medication & Remedies"
563613,85032A,"ROMANTIC IMAGES GIFT WRAP SET",12,"8/18/2011 8:49",0.65,12688,"Israel",Gifts
563613,85032B,"BLOSSOM IMAGES GIFT WRAP SET",12,"8/18/2011 8:49",0.65,12688,"Israel",Gifts
563614,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",216,"8/18/2011 8:51",0.72,12415,"Australia",Gifts
563614,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",240,"8/18/2011 8:51",3.39,12415,"Australia","Medication & Remedies"
563614,23326,"HANGING MINI COLOURED BOTTLES",192,"8/18/2011 8:51",0.55,12415,"Australia","Medication & Remedies"
563614,23327,"HANGING CLEAR MINI BOTTLE",48,"8/18/2011 8:51",0.63,12415,"Australia","Medication & Remedies"
563614,23436,"VINTAGE CHRISTMAS GIFT BAG LARGE ",120,"8/18/2011 8:51",1.04,12415,"Australia",Gifts
563614,23312,"VINTAGE CHRISTMAS GIFT SACK",100,"8/18/2011 8:51",3.75,12415,"Australia",Gifts
563656,23354,"6 GIFT TAGS 50'S CHRISTMAS ",12,"8/18/2011 10:48",0.83,15615,"United Kingdom",Gifts
563656,23014,"GLASS APOTHECARY BOTTLE ELIXIR",4,"8/18/2011 10:48",3.95,15615,"United Kingdom","Medication & Remedies"
563656,23012,"GLASS APOTHECARY BOTTLE PERFUME",4,"8/18/2011 10:48",3.95,15615,"United Kingdom","Medication & Remedies"
563656,22111,"SCOTTIE DOG HOT WATER BOTTLE",3,"8/18/2011 10:48",4.95,15615,"United Kingdom","Medication & Remedies"
563680,23326,"HANGING MINI COLOURED BOTTLES",48,"8/18/2011 12:06",0.63,18272,"United Kingdom","Medication & Remedies"
563685,22112,"CHOCOLATE HOT WATER BOTTLE",6,"8/18/2011 12:26",4.95,14911,"EIRE","Medication & Remedies"
563685,22835,"HOT WATER BOTTLE I AM SO POORLY",4,"8/18/2011 12:26",4.65,14911,"EIRE","Medication & Remedies"
563685,22111,"SCOTTIE DOG HOT WATER BOTTLE",3,"8/18/2011 12:26",4.95,14911,"EIRE","Medication & Remedies"
563691,71053,"WHITE METAL LANTERN",2,"8/18/2011 12:53",3.75,13668,"United Kingdom","Christmas Decorations"
563692,22112,"CHOCOLATE HOT WATER BOTTLE",2,"8/18/2011 13:01",4.95,17243,"United Kingdom","Medication & Remedies"
563692,21485,"RETROSPOT HEART HOT WATER BOTTLE",2,"8/18/2011 13:01",4.95,17243,"United Kingdom","Medication & Remedies"
563692,84030E,"ENGLISH ROSE HOT WATER BOTTLE",1,"8/18/2011 13:01",4.25,17243,"United Kingdom","Medication & Remedies"
563699,23014,"GLASS APOTHECARY BOTTLE ELIXIR",4,"8/18/2011 13:47",3.95,13381,"United Kingdom","Medication & Remedies"
563699,23012,"GLASS APOTHECARY BOTTLE PERFUME",4,"8/18/2011 13:47",3.95,13381,"United Kingdom","Medication & Remedies"
563699,23013,"GLASS APOTHECARY BOTTLE TONIC",4,"8/18/2011 13:47",3.95,13381,"United Kingdom","Medication & Remedies"
563706,85032D,"YULETIDE IMAGES GIFT WRAP SET",12,"8/18/2011 14:48",0.65,14189,"United Kingdom",Gifts
563709,22585,"PACK OF 6 BIRDY GIFT TAGS",4,"8/18/2011 15:17",1.25,15472,"United Kingdom",Gifts
563709,23082,"SET 6 PAPER TABLE LANTERN HEARTS ",2,"8/18/2011 15:17",3.75,15472,"United Kingdom","Christmas Decorations"
563720,23438," RED SPOT GIFT BAG LARGE",5,"8/18/2011 16:24",1.25,15867,"United Kingdom",Gifts
563720,23374,"RED SPOT PAPER GIFT BAG",3,"8/18/2011 16:24",0.82,15867,"United Kingdom",Gifts
563720,22821,"GIFT BAG PSYCHEDELIC APPLES",2,"8/18/2011 16:24",0.65,15867,"United Kingdom",Gifts
563720,22045,"SPACEBOY GIFT WRAP",25,"8/18/2011 16:24",0.42,15867,"United Kingdom",Gifts
563722,23326,"HANGING MINI COLOURED BOTTLES",48,"8/18/2011 16:32",0.63,17720,"United Kingdom","Medication & Remedies"
563722,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/18/2011 16:32",3.75,17720,"United Kingdom","Medication & Remedies"
563723,23326,"HANGING MINI COLOURED BOTTLES",48,"8/18/2011 16:43",0.63,13319,"United Kingdom","Medication & Remedies"
563728,22835,"HOT WATER BOTTLE I AM SO POORLY",3,"8/18/2011 17:09",4.65,17045,"United Kingdom","Medication & Remedies"
563728,22111,"SCOTTIE DOG HOT WATER BOTTLE",6,"8/18/2011 17:09",4.95,17045,"United Kingdom","Medication & Remedies"
563734,22585,"PACK OF 6 BIRDY GIFT TAGS",12,"8/18/2011 18:11",1.25,14064,"United Kingdom",Gifts
563737,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",2,"8/18/2011 18:51",3.75,16261,"United Kingdom","Medication & Remedies"
563737,22112,"CHOCOLATE HOT WATER BOTTLE",3,"8/18/2011 18:51",4.95,16261,"United Kingdom","Medication & Remedies"
563737,21485,"RETROSPOT HEART HOT WATER BOTTLE",2,"8/18/2011 18:51",4.95,16261,"United Kingdom","Medication & Remedies"
563737,22111,"SCOTTIE DOG HOT WATER BOTTLE",2,"8/18/2011 18:51",4.95,16261,"United Kingdom","Medication & Remedies"
563737,21484,"CHICK GREY HOT WATER BOTTLE",2,"8/18/2011 18:51",3.45,16261,"United Kingdom","Medication & Remedies"
563737,22835,"HOT WATER BOTTLE I AM SO POORLY",1,"8/18/2011 18:51",4.65,16261,"United Kingdom","Medication & Remedies"
563741,23099,"FRENCH CARRIAGE LANTERN",2,"8/19/2011 8:57",6.65,14759,"United Kingdom","Christmas Decorations"
563745,71053,"WHITE METAL LANTERN",4,"8/19/2011 9:38",3.75,15159,"United Kingdom","Christmas Decorations"
563745,22464,"HANGING METAL HEART LANTERN",12,"8/19/2011 9:38",1.65,15159,"United Kingdom","Christmas Decorations"
563749,23008,"DOLLY GIRL BABY GIFT SET",4,"8/19/2011 10:10",16.95,12360,"Austria",Gifts
563754,23099,"FRENCH CARRIAGE LANTERN",2,"8/19/2011 10:56",6.65,15396,"United Kingdom","Christmas Decorations"
563756,23184,"BULL DOG BOTTLE OPENER",4,"8/19/2011 11:08",4.95,12418,"Switzerland","Medication & Remedies"
563756,22915,"ASSORTED BOTTLE TOP  MAGNETS ",12,"8/19/2011 11:08",0.42,12418,"Switzerland","Medication & Remedies"
563756,22045,"SPACEBOY GIFT WRAP",25,"8/19/2011 11:08",0.42,12418,"Switzerland",Gifts
563764,21481,"FAWN BLUE HOT WATER BOTTLE",1,"8/19/2011 11:15",2.95,14606,"United Kingdom","Medication & Remedies"
563808,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",12,"8/19/2011 11:46",0.83,12626,"Germany",Gifts
563808,23354,"6 GIFT TAGS 50'S CHRISTMAS ",12,"8/19/2011 11:46",0.83,12626,"Germany",Gifts
563821,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",12,"8/19/2011 12:06",3.75,14533,"United Kingdom","Medication & Remedies"
563830,23312,"VINTAGE CHRISTMAS GIFT SACK",4,"8/19/2011 12:20",4.15,16638,"United Kingdom",Gifts
563830,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",12,"8/19/2011 12:20",0.83,16638,"United Kingdom",Gifts
563831,23014,"GLASS APOTHECARY BOTTLE ELIXIR",8,"8/19/2011 12:23",3.95,18081,"United Kingdom","Medication & Remedies"
563831,23012,"GLASS APOTHECARY BOTTLE PERFUME",8,"8/19/2011 12:23",3.95,18081,"United Kingdom","Medication & Remedies"
563831,23013,"GLASS APOTHECARY BOTTLE TONIC",8,"8/19/2011 12:23",3.95,18081,"United Kingdom","Medication & Remedies"
563841,23009,"I LOVE LONDON BABY GIFT SET",6,"8/19/2011 13:35",14.95,17402,"United Kingdom",Gifts
563847,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/19/2011 14:49",3.75,16139,"United Kingdom","Medication & Remedies"
563848,22464,"HANGING METAL HEART LANTERN",12,"8/19/2011 14:57",1.65,14911,"EIRE","Christmas Decorations"
563848,21485,"RETROSPOT HEART HOT WATER BOTTLE",3,"8/19/2011 14:57",4.95,14911,"EIRE","Medication & Remedies"
563849,22784,"LANTERN CREAM GAZEBO ",3,"8/19/2011 15:04",4.95,14772,"United Kingdom","Christmas Decorations"
563849,23047,"PAPER LANTERN 5 POINT SEQUIN STAR",2,"8/19/2011 15:04",5.75,14772,"United Kingdom","Christmas Decorations"
563851,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/19/2011 15:06",3.75,14765,"United Kingdom","Medication & Remedies"
563857,22110,"BIRD HOUSE HOT WATER BOTTLE",24,"8/19/2011 15:44",2.55,12968,"United Kingdom","Medication & Remedies"
563858,71053,"WHITE METAL LANTERN",4,"8/19/2011 16:04",3.75,18170,"United Kingdom","Christmas Decorations"
563890,23082,"SET 6 PAPER TABLE LANTERN HEARTS ",8,"8/19/2011 16:34",3.75,15862,"United Kingdom","Christmas Decorations"
563909,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",2,"8/21/2011 12:36",4.25,15701,"United Kingdom","Medication & Remedies"
563909,22835,"HOT WATER BOTTLE I AM SO POORLY",2,"8/21/2011 12:36",4.65,15701,"United Kingdom","Medication & Remedies"
563909,85032C,"CURIOUS IMAGES GIFT WRAP SET",2,"8/21/2011 12:36",0.65,15701,"United Kingdom",Gifts
563911,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",4,"8/21/2011 12:39",3.75,16265,"United Kingdom","Medication & Remedies"
563915,23327,"HANGING CLEAR MINI BOTTLE",12,"8/21/2011 13:24",0.63,14224,"United Kingdom","Medication & Remedies"
563922,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",1,"8/21/2011 14:10",3.75,14529,"United Kingdom","Medication & Remedies"
563922,23326,"HANGING MINI COLOURED BOTTLES",9,"8/21/2011 14:10",0.63,14529,"United Kingdom","Medication & Remedies"
563922,22585,"PACK OF 6 BIRDY GIFT TAGS",1,"8/21/2011 14:10",1.25,14529,"United Kingdom",Gifts
563922,22111,"SCOTTIE DOG HOT WATER BOTTLE",2,"8/21/2011 14:10",4.95,14529,"United Kingdom","Medication & Remedies"
563924,23013,"GLASS APOTHECARY BOTTLE TONIC",2,"8/21/2011 14:32",3.95,15984,"United Kingdom","Medication & Remedies"
563924,84843,"WHITE SOAP RACK WITH 2 BOTTLES",1,"8/21/2011 14:32",5.95,15984,"United Kingdom","Medication & Remedies"
563924,22113,"GREY HEART HOT WATER BOTTLE",3,"8/21/2011 14:32",3.75,15984,"United Kingdom","Medication & Remedies"
563924,22050,"PINK PAISLEY ROSE GIFT WRAP",25,"8/21/2011 14:32",0.42,15984,"United Kingdom",Gifts
563924,22113,"GREY HEART HOT WATER BOTTLE",3,"8/21/2011 14:32",3.75,15984,"United Kingdom","Medication & Remedies"
563925,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",1,"8/21/2011 14:42",3.75,13610,"United Kingdom","Medication & Remedies"
563928,23357,"HOT WATER BOTTLE SEX BOMB",1,"8/21/2011 15:17",4.95,17059,"United Kingdom","Medication & Remedies"
563928,22585,"PACK OF 6 BIRDY GIFT TAGS",8,"8/21/2011 15:17",1.25,17059,"United Kingdom",Gifts
563928,21479,"WHITE SKULL HOT WATER BOTTLE ",1,"8/21/2011 15:17",3.75,17059,"United Kingdom","Medication & Remedies"
563928,84032B,"CHARLIE + LOLA RED HOT WATER BOTTLE",2,"8/21/2011 15:17",2.95,17059,"United Kingdom","Medication & Remedies"
563928,22835,"HOT WATER BOTTLE I AM SO POORLY",1,"8/21/2011 15:17",4.65,17059,"United Kingdom","Medication & Remedies"
563928,84032A,"CHARLIE+LOLA PINK HOT WATER BOTTLE",2,"8/21/2011 15:17",2.95,17059,"United Kingdom","Medication & Remedies"
563928,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",1,"8/21/2011 15:17",4.25,17059,"United Kingdom","Medication & Remedies"
563928,23358,"HOT STUFF HOT WATER BOTTLE",1,"8/21/2011 15:17",3.75,17059,"United Kingdom","Medication & Remedies"
563928,21481,"FAWN BLUE HOT WATER BOTTLE",1,"8/21/2011 15:17",2.95,17059,"United Kingdom","Medication & Remedies"
563928,22110,"BIRD HOUSE HOT WATER BOTTLE",2,"8/21/2011 15:17",2.55,17059,"United Kingdom","Medication & Remedies"
563928,21484,"CHICK GREY HOT WATER BOTTLE",1,"8/21/2011 15:17",3.45,17059,"United Kingdom","Medication & Remedies"
563928,22111,"SCOTTIE DOG HOT WATER BOTTLE",1,"8/21/2011 15:17",4.95,17059,"United Kingdom","Medication & Remedies"
563933,23041,"PAPER LANTERN 9 POINT SNOW STAR",2,"8/21/2011 15:54",4.15,16536,"United Kingdom","Christmas Decorations"
563933,23040,"PAPER LANTERN 9 POINT SNOW STAR ",2,"8/21/2011 15:54",5.75,16536,"United Kingdom","Christmas Decorations"
563935,37500,"TEA TIME TEAPOT IN GIFT BOX",2,"8/21/2011 16:24",4.95,15547,"United Kingdom",Gifts
563950,23375,"50'S CHRISTMAS PAPER GIFT BAG",10,"8/22/2011 10:39",0.82,12471,"Germany",Gifts
564037,22045,"SPACEBOY GIFT WRAP",25,"8/22/2011 12:26",0.42,14800,"United Kingdom",Gifts
564042,84030E,"ENGLISH ROSE HOT WATER BOTTLE",1,"8/22/2011 12:52",4.25,15443,"United Kingdom","Medication & Remedies"
564042,23356,"LOVE HOT WATER BOTTLE",1,"8/22/2011 12:52",5.95,15443,"United Kingdom","Medication & Remedies"
564042,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",1,"8/22/2011 12:52",4.25,15443,"United Kingdom","Medication & Remedies"
564042,22835,"HOT WATER BOTTLE I AM SO POORLY",1,"8/22/2011 12:52",4.65,15443,"United Kingdom","Medication & Remedies"
564049,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",1,"8/22/2011 13:30",3.75,17585,"United Kingdom","Medication & Remedies"
564049,85032D,"YULETIDE IMAGES GIFT WRAP SET",7,"8/22/2011 13:30",0.65,17585,"United Kingdom",Gifts
564049,85032C,"CURIOUS IMAGES GIFT WRAP SET",2,"8/22/2011 13:30",0.65,17585,"United Kingdom",Gifts
564051,23355,"HOT WATER BOTTLE KEEP CALM",4,"8/22/2011 13:32",4.95,14265,"Unspecified","Medication & Remedies"
564051,22112,"CHOCOLATE HOT WATER BOTTLE",3,"8/22/2011 13:32",4.95,14265,"Unspecified","Medication & Remedies"
564051,23008,"DOLLY GIRL BABY GIFT SET",1,"8/22/2011 13:32",16.95,14265,"Unspecified",Gifts
564051,23007," SPACEBOY BABY GIFT SET",1,"8/22/2011 13:32",16.95,14265,"Unspecified",Gifts
564051,23046,"PAPER LANTERN 9 POINT DELUXE STAR",2,"8/22/2011 13:32",6.65,14265,"Unspecified","Christmas Decorations"
564051,23045,"PAPER LANTERN 5 POINT STAR MOON ",4,"8/22/2011 13:32",4.15,14265,"Unspecified","Christmas Decorations"
564052,85032D,"YULETIDE IMAGES GIFT WRAP SET",3,"8/22/2011 13:40",0.65,15033,"United Kingdom",Gifts
564055,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"8/22/2011 14:03",4.95,13933,"United Kingdom","Medication & Remedies"
564055,22835,"HOT WATER BOTTLE I AM SO POORLY",8,"8/22/2011 14:03",4.65,13933,"United Kingdom","Medication & Remedies"
564055,22111,"SCOTTIE DOG HOT WATER BOTTLE",9,"8/22/2011 14:03",4.95,13933,"United Kingdom","Medication & Remedies"
564055,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",12,"8/22/2011 14:03",4.25,13933,"United Kingdom","Medication & Remedies"
564055,22112,"CHOCOLATE HOT WATER BOTTLE",9,"8/22/2011 14:03",4.95,13933,"United Kingdom","Medication & Remedies"
564056,23181,"BULL DOG BOTTLE TOP WALL CLOCK",2,"8/22/2011 14:13",8.25,14387,"United Kingdom","Medication & Remedies"
564057,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",4,"8/22/2011 14:20",3.75,15296,"United Kingdom","Medication & Remedies"
564057,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",8,"8/22/2011 14:20",4.25,15296,"United Kingdom","Medication & Remedies"
564057,84030E,"ENGLISH ROSE HOT WATER BOTTLE",4,"8/22/2011 14:20",4.25,15296,"United Kingdom","Medication & Remedies"
564057,22112,"CHOCOLATE HOT WATER BOTTLE",3,"8/22/2011 14:20",4.95,15296,"United Kingdom","Medication & Remedies"
564057,22113,"GREY HEART HOT WATER BOTTLE",4,"8/22/2011 14:20",3.75,15296,"United Kingdom","Medication & Remedies"
564057,23355,"HOT WATER BOTTLE KEEP CALM",4,"8/22/2011 14:20",4.95,15296,"United Kingdom","Medication & Remedies"
564061,23327,"HANGING CLEAR MINI BOTTLE",6,"8/22/2011 14:38",0.63,14505,"United Kingdom","Medication & Remedies"
564061,23326,"HANGING MINI COLOURED BOTTLES",28,"8/22/2011 14:38",0.63,14505,"United Kingdom","Medication & Remedies"
564062,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",6,"8/22/2011 14:41",4.25,17706,"United Kingdom","Medication & Remedies"
564062,23181,"BULL DOG BOTTLE TOP WALL CLOCK",6,"8/22/2011 14:41",8.25,17706,"United Kingdom","Medication & Remedies"
564062,22112,"CHOCOLATE HOT WATER BOTTLE",12,"8/22/2011 14:41",4.95,17706,"United Kingdom","Medication & Remedies"
564065,21485,"RETROSPOT HEART HOT WATER BOTTLE",3,"8/22/2011 15:05",4.95,15150,"United Kingdom","Medication & Remedies"
564065,22111,"SCOTTIE DOG HOT WATER BOTTLE",3,"8/22/2011 15:05",4.95,15150,"United Kingdom","Medication & Remedies"
564065,22110,"BIRD HOUSE HOT WATER BOTTLE",6,"8/22/2011 15:05",2.55,15150,"United Kingdom","Medication & Remedies"
564065,23358,"HOT STUFF HOT WATER BOTTLE",6,"8/22/2011 15:05",3.75,15150,"United Kingdom","Medication & Remedies"
564065,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",12,"8/22/2011 15:05",0.83,15150,"United Kingdom",Gifts
564065,23437," 50'S CHRISTMAS GIFT BAG LARGE",12,"8/22/2011 15:05",1.25,15150,"United Kingdom",Gifts
564065,23354,"6 GIFT TAGS 50'S CHRISTMAS ",12,"8/22/2011 15:05",0.83,15150,"United Kingdom",Gifts
564065,23375,"50'S CHRISTMAS PAPER GIFT BAG",10,"8/22/2011 15:05",0.82,15150,"United Kingdom",Gifts
564065,23373,"VINTAGE CHRISTMAS PAPER GIFT BAG",10,"8/22/2011 15:05",0.82,15150,"United Kingdom",Gifts
564065,23436,"VINTAGE CHRISTMAS GIFT BAG LARGE ",12,"8/22/2011 15:05",1.25,15150,"United Kingdom",Gifts
564065,22040,"BOTANICAL ROSE GIFT WRAP",25,"8/22/2011 15:05",0.42,15150,"United Kingdom",Gifts
564065,22039,"BOTANICAL LILY GIFT WRAP",25,"8/22/2011 15:05",0.42,15150,"United Kingdom",Gifts
564066,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/22/2011 15:05",3.75,17703,"United Kingdom","Medication & Remedies"
564077,23184,"BULL DOG BOTTLE OPENER",2,"8/22/2011 15:42",4.95,14711,"United Kingdom","Medication & Remedies"
564087,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"8/23/2011 9:38",4.95,,"Hong Kong","Medication & Remedies"
564091,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/23/2011 9:57",3.75,15804,"United Kingdom","Medication & Remedies"
564093,22113,"GREY HEART HOT WATER BOTTLE",4,"8/23/2011 10:29",3.75,14930,"Channel Islands","Medication & Remedies"
564137,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",6,"8/23/2011 11:30",3.75,15722,"United Kingdom","Medication & Remedies"
564139,23181,"BULL DOG BOTTLE TOP WALL CLOCK",2,"8/23/2011 11:41",8.25,16904,"United Kingdom","Medication & Remedies"
564140,21883,"STARS GIFT TAPE ",12,"8/23/2011 11:47",0.65,12621,"Germany",Gifts
564141,22111,"SCOTTIE DOG HOT WATER BOTTLE",4,"8/23/2011 11:47",4.95,17841,"United Kingdom","Medication & Remedies"
564141,22113,"GREY HEART HOT WATER BOTTLE",3,"8/23/2011 11:47",3.75,17841,"United Kingdom","Medication & Remedies"
564150,22377,"BOTTLE BAG RETROSPOT ",5,"8/23/2011 12:30",2.1,14936,"Channel Islands","Medication & Remedies"
564158,40016,"CHINESE DRAGON PAPER LANTERNS",48,"8/23/2011 12:37",0.42,16712,"United Kingdom","Christmas Decorations"
564162,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",12,"8/23/2011 13:27",0.83,13481,"United Kingdom",Gifts
564166,85032D,"YULETIDE IMAGES GIFT WRAP SET",12,"8/23/2011 13:40",0.65,15089,"United Kingdom",Gifts
564170,22915,"ASSORTED BOTTLE TOP  MAGNETS ",24,"8/23/2011 13:59",0.42,17696,"United Kingdom","Medication & Remedies"
564171,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",24,"8/23/2011 14:00",3.39,16133,"United Kingdom","Medication & Remedies"
564172,23355,"HOT WATER BOTTLE KEEP CALM",2,"8/23/2011 14:19",4.95,16033,"United Kingdom","Medication & Remedies"
564173,23326,"HANGING MINI COLOURED BOTTLES",48,"8/23/2011 14:23",0.63,12567,"France","Medication & Remedies"
564181,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/23/2011 14:53",3.75,13862,"United Kingdom","Medication & Remedies"
564184,23326,"HANGING MINI COLOURED BOTTLES",48,"8/23/2011 15:11",0.63,,"EIRE","Medication & Remedies"
564186,22111,"SCOTTIE DOG HOT WATER BOTTLE",6,"8/23/2011 15:20",4.95,15755,"United Kingdom","Medication & Remedies"
564186,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"8/23/2011 15:20",4.95,15755,"United Kingdom","Medication & Remedies"
564188,84843,"WHITE SOAP RACK WITH 2 BOTTLES",1,"8/23/2011 15:33",5.95,13140,"United Kingdom","Medication & Remedies"
564191,85032B,"BLOSSOM IMAGES GIFT WRAP SET",1,"8/23/2011 16:16",0.65,17315,"United Kingdom",Gifts
564191,85032C,"CURIOUS IMAGES GIFT WRAP SET",1,"8/23/2011 16:16",0.65,17315,"United Kingdom",Gifts
564191,85032A,"ROMANTIC IMAGES GIFT WRAP SET",1,"8/23/2011 16:16",0.65,17315,"United Kingdom",Gifts
564191,85032D,"YULETIDE IMAGES GIFT WRAP SET",1,"8/23/2011 16:16",0.65,17315,"United Kingdom",Gifts
564199,23355,"HOT WATER BOTTLE KEEP CALM",2,"8/23/2011 17:31",4.95,13263,"United Kingdom","Medication & Remedies"
564200,22584,"PACK OF 6 PANNETONE GIFT BOXES",1,"8/23/2011 17:37",2.55,18018,"United Kingdom",Gifts
564200,22582,"PACK OF 6 SWEETIE GIFT BOXES",2,"8/23/2011 17:37",2.55,18018,"United Kingdom",Gifts
564200,22583,"PACK OF 6 HANDBAG GIFT BOXES",2,"8/23/2011 17:37",2.55,18018,"United Kingdom",Gifts
564203,23328,"SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"8/24/2011 8:49",3.75,18061,"United Kingdom","Medication & Remedies"
564221,21884,"CAKES AND BOWS GIFT  TAPE",1,"8/24/2011 9:36",1.63,,"United Kingdom",Gifts
564221,23012,"GLASS APOTHECARY BOTTLE PERFUME",1,"8/24/2011 9:36",8.29,,"United Kingdom","Medication & Remedies"
564221,23082,"SET 6 PAPER TABLE LANTERN HEARTS ",1,"8/24/2011 9:36",7.5,,"United Kingdom","Christmas Decorations"
564221,23326,"HANGING MINI COLOURED BOTTLES",1,"8/24/2011 9:36",8.29,,"United Kingdom","Medication & Remedies"
564221,71053,"WHITE METAL LANTERN",2,"8/24/2011 9:36",8.29,,"United Kingdom","Christmas Decorations"
564221,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",3,"8/24/2011 9:36",8.29,,"United Kingdom","Medication & Remedies"
564223,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",4,"8/24/2011 9:46",3.75,13013,"United Kingdom","Medication & Remedies"
564223,22835,"HOT WATER BOTTLE I AM SO POORLY",4,"8/24/2011 9:46",4.65,13013,"United Kingdom","Medication & Remedies"
564224,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"8/24/2011 9:56",4.95,15249,"United Kingdom","Medication & Remedies"
564224,84030E,"ENGLISH ROSE HOT WATER BOTTLE",4,"8/24/2011 9:56",4.25,15249,"United Kingdom","Medication & Remedies"
564224,22112,"CHOCOLATE HOT WATER BOTTLE",6,"8/24/2011 9:56",4.95,15249,"United Kingdom","Medication & Remedies"
564224,22915,"ASSORTED BOTTLE TOP  MAGNETS ",24,"8/24/2011 9:56",0.42,15249,"United Kingdom","Medication & Remedies"
564224,23353,"6 GIFT TAGS VINTAGE CHRISTMAS ",12,"8/24/2011 9:56",0.83,15249,"United Kingdom",Gifts
564224,23354,"6 GIFT TAGS 50'S CHRISTMAS ",12,"8/24/2011 9:56",0.83,15249,"United Kingdom",Gifts
564230,21484,"CHICK GREY HOT WATER BOTTLE",3,"8/24/2011 10:22",8.29,,"United Kingdom","Medication & Remedies"
564230,22110,"BIRD HOUSE HOT WATER BOTTLE",1,"8/24/2011 10:22",7.46,,"United Kingdom","Medication & Remedies"
564230,22111,"SCOTTIE DOG HOT WATER BOTTLE",1,"8/24/2011 10:22",12.46,,"United Kingdom","Medication & Remedies"
564230,22112,"CHOCOLATE HOT WATER BOTTLE",7,"8/24/2011 10:22",12.46,,"United Kingdom","Medication & Remedies"
564230,84030e,"ENGLISH ROSE HOT WATER BOTTLE",1,"8/24/2011 10:22",8.29,,"United Kingdom","Medication & Remedies"
